word,sentence,audio_path,source,license,status
биле,жените готвеле во дворот продавниците биле само тезги на отворено свртени кон улицата каменот се користел за изградба на куќи,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10305993034972183134.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
било,"""но кралската морнарица и понатаму била посилна од германската морнарица kriegsmarine"" и ќе можела да ја уништи која било инвазиска флота испратена по англискиот канал.",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10065444896906387793.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
блиски,за една година едно заразено лице може да зарази 10 до 15 од своите блиски контакти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10213323411600483064.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
блокови,торнадата корнат дрвја туркаат блокови од згради и креваат автмобили во воздух најстрашните два проценти од торнадата траат повеќе од три часа,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1019339275886201248.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
болоња,престојуваше во хотелот на тимот пред натпреварот планиран за во недела против болоња,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10253250412252597269.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
бомбата,човекот осомничен за детонирање на бомбата бил приведен по претрпување повреди од експлозијата,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10234474842836423156.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
борселино,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
босови,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
боујер,на третото место хамлин заостанува со дваесет поени но пет пред боујер кејн и трукс џуниор се петто и шесто соодветно со 2220 и 2207 поени,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10327611841917520872.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
брзина,тие создаваат силни ветрови често со брзина од 100-200 милји/час и може да креваат тешки објекти во воздух и да ги носат со движењето на торнадото,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10126284256771084333.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
брзо,натпреварите започнаа во 10:00 часот во одлични временски услови а освен ситниот дожд на средината од утрото брзо се разведри па денот беше совршен за рагби 7,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10137687205240250466.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
британското,чарлс е првиот член на британското кралско семејство кој добил диплома,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10123852642494166514.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
брод,противмински брод од класа авенџер тргнал кон пуерто принсеса во палаван,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10141811099397219330.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
број,има ограничен број на дозволи коишто се резервирани за барања за влегување достапни врз основа прв дојден прв послужен,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10094277887611576303.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
бумеранг,фрлањето бумеранг е популарна вештина со којашто сакаат да се стекнат многу туристи,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10027419106927420586.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
вашето,дополнително барање во постапката за издавање виза е регистрацијата во одредени земји мора да го регистрирате вашето присуство и адресата каде што престојувате кај локалните власти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10214200558501838218.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
вградување,херши и чејс користеле фаги или вируси за вградување на нивната сопствена днк во бактерија,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10168521013030027655.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
веднаш,внатрешното труење може да не може веднаш да се види симптомите како што е повраќање се прилично општи па не може веднаш да се постави дијагноза,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10076341673973189911.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
век,за време на 18-тиот век камбоџа се нашла притисната помеѓу два силни соседа тајланд и виетнам,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10216478048595634999.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
велат,невремето лоцирано на 645 милји 1040 км западно од островите на зелениот 'рт веројатно ќе се растера пред да претставува опасност на која било копнена област велат метереолозите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10109222702755139513.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
вембли,не е организиран додатен превоз а подземните возови нема да запираат кај вембли и местата за паркирање и паркинзите за прекачување во јавен превоз не се достапни кај стадионот,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10151850202817638775.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
веројатно,невремето лоцирано на 645 милји 1040 км западно од островите на зелениот 'рт веројатно ќе се растера пред да претставува опасност на која било копнена област велат метереолозите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10109222702755139513.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
ветрови,тие создаваат силни ветрови често со брзина од 100-200 милји/час и може да креваат тешки објекти во воздух и да ги носат со движењето на торнадото,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10126284256771084333.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
ветровите,денес рано наутро ветровите беа со брзина од 83 km/h и се очекуваше да слабеат,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10164070221573083264.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
вештина,фрлањето бумеранг е популарна вештина со којашто сакаат да се стекнат многу туристи,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10027419106927420586.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
вид,луѓето со овој вид на размислување размислуваат логично можат да меморираат шеми да решаваат проблеми и да работат на научни тестови,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10065805928696453690.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
виделе,колонистите исто така побарале засилувања откако ја виделе оваа активност,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10153483223478080716.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
види,внатрешното труење може да не може веднаш да се види симптомите како што е повраќање се прилично општи па не може веднаш да се постави дијагноза,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10076341673973189911.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
виетнам,за време на 18-тиот век камбоџа се нашла притисната помеѓу два силни соседа тајланд и виетнам,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10216478048595634999.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
виза,дополнително барање во постапката за издавање виза е регистрацијата во одредени земји мора да го регистрирате вашето присуство и адресата каде што престојувате кај локалните власти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10214200558501838218.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
вируси,херши и чејс користеле фаги или вируси за вградување на нивната сопствена днк во бактерија,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10168521013030027655.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
вклучително,"површината на турција вклучително и езера зафаќа 783,562 километри квадратни  300,948 sq mi од кои 755,688 километри квадратни  291,773 sq mi се во југозападна азија а 23,764 километри квадратни 9,174 sq mi во европа",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10103324218987893278.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
владата,денешното соопштение исто така ја искажува и обврската на владата што ја презеде во март годинава за финансирање на повеќе колички,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10082000026820544428.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
владеел,во англија долго време владеел мир по повторното освојување на данелаг,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/1013200396048361645.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
власти,дополнително барање во постапката за издавање виза е регистрацијата во одредени земји мора да го регистрирате вашето присуство и адресата каде што престојувате кај локалните власти,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10214200558501838218.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
влегување,има ограничен број на дозволи коишто се резервирани за барања за влегување достапни врз основа прв дојден прв послужен,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10094277887611576303.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
внатрешното,внатрешното труење може да не може веднаш да се види симптомите како што е повраќање се прилично општи па не може веднаш да се постави дијагноза,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10076341673973189911.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
во,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
вода,главниот тек на реката амазон изнесува 6387 км 3980 милји. вода собира од илјадници помали реки,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10011926538676301602.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
воздух,тие создаваат силни ветрови често со брзина од 100-200 милји/час и може да креваат тешки објекти во воздух и да ги носат со движењето на торнадото,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10126284256771084333.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
возови,не е организиран додатен превоз а подземните возови нема да запираат кај вембли и местата за паркирање и паркинзите за прекачување во јавен превоз не се достапни кај стадионот,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10151850202817638775.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
војната,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
време,асинхроната комуникација потпомага да се одвои време за размислување и реакција на другите,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10048548429769072004.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
временски,натпреварите започнаа во 10:00 часот во одлични временски услови а освен ситниот дожд на средината од утрото брзо се разведри па денот беше совршен за рагби 7,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10137687205240250466.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
врз,има ограничен број на дозволи коишто се резервирани за барања за влегување достапни врз основа прв дојден прв послужен,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10094277887611576303.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
г,г костело рече дека кога нуклеарните реактори ќе бидат економски одржливи австралија ќе почне да ги употребува,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10087150621273010660.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
геолошка,оваа теорија му противречи на тврдењето дека месечината е целосно без никаква геолошка активност,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10263398184083001054.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
германската,"""но кралската морнарица и понатаму била посилна од германската морнарица kriegsmarine"" и ќе можела да ја уништи која било инвазиска флота испратена по англискиот канал.",/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10065444896906387793.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
ги,овие босови беа зауздани од провенцано кога ѝ стави крај на војната поттикната од риина против државата која ги одзеде животите на крстоносците  на мафијата џовани фалконе и паоло борселино во 1992 година.,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/100335690878847577.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
главниот,главниот тек на реката амазон изнесува 6387 км 3980 милји. вода собира од илјадници помали реки,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10011926538676301602.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
гласовите,сепак целиот иок мора да ги ратификува гласовите на состанокот во копенхаген во октомври,/root/.cache/huggingface/datasets/downloads/extracted/6938a9864c73490390a1cd0344068923040f66305eb98666f3dc21d6c71699e2/10191154942890731144.wav,FLEURS (google/fleurs),CC-BY 4.0,needs_alignment
